data;tipo;conteudo
6/7/24;link;spotify:track:5NtmfJwkA0AXsp2WWHviPn
7/7/24;poema;"""Amar é mergulhar em um olhar que não te afoga."" — Autor desconhecido"
7/7/24;link;spotify:track:33kKcOJoyNduHwXhEnga8X
8/7/24;poema;"""Amar é transformar um abraço em um abrigo."" — Autor desconhecido"
8/7/24;link;spotify:track:12homE4JpBey5cckgoepR7
9/7/24;poema;"""Amar é morar em alguém que mesmo com tantos defeitos e diferenças, não te assusta."" — Autor desconhecido"
9/7/24;link;https://drive.google.com/file/d/1A_PZk5EnkKjq5QoWxmJivS_pA0Tnu3r5/view?usp=drive_link
10/7/24;poema;"""Amar é aceitar o outro por completo sem tirar nem alterar nada."" — Autor desconhecido"
10/7/24;link;spotify:track:2R4AlwtrrkMaRKojcTIzmL
11/7/24;poema;"""Amar é doar-se por completo pra alguém sem medo do que esse alguém possa fazer com você."" — Autor desconhecido"
11/7/24;link;spotify:track:49x8Zp5wDjoquBE1THLLCV
12/7/24;poema;"""Nos momentos de dificuldade de minha vida, lembrei-me que na história da humanidade o amor e a verdade sempre venceram."" — Mahatma Gandhi"
12/7/24;link;spotify:track:5gDWsRxpJ2lZAffh5p7K0w
13/7/24;poema;"""A dor que você sente agora será a força que te impulsiona amanhã."" — Autor desconhecido"
13/7/24;link;https://drive.google.com/file/d/1sr_BbzyZDHCE2SLq2eG1ZTY1fzv_XTaH/view?usp=drive_link
14/7/24;poema;"""Fracassos são degraus para o sucesso. Suba cada um com coragem."" — Autor desconhecido"
14/7/24;link;spotify:track:0v8J17a6cO0wWp7z731GTd
15/7/24;poema;"""Quando tudo parece perdido, lembre-se: o renascimento começa no caos."" — Autor desconhecido"
15/7/24;link;spotify:track:3zsRP8rH1kaIAo9fmiP4El
16/7/24;poema;"""Encontre sua luz interior. É ela que te guiará na escuridão."" — Autor desconhecido"
16/7/24;link;spotify:track:1NZs6n6hl8UuMaX0UC0YTz
17/7/24;poema;"""Você não é definido pelos seus erros, mas pelo que aprende com eles."" — Autor desconhecido"
17/7/24;link;spotify:track:3AVrVz5rK8Hrqo9YGiVGN5
18/7/24;poema;"""Ser forte é continuar voando alto quando suas asas são arrancadas de você."" — Autor desconhecido"
18/7/24;link;https://drive.google.com/file/d/1i8KN6PYeqZ4MGjBist6afpUUjjYzaMih/view?usp=drive_link
19/7/24;poema;"""Acalma o teu coração, dias ruins são necessários, para que os bons possam valer a pena."" — Autor desconhecido"
19/7/24;link;spotify:track:3VSYkAf6f46i5ZkXOHORq1
20/7/24;poema;"""Está difícil? Enfrente! Ninguém vai fazer por você o que só você é capaz."" — Autor desconhecido"
20/7/24;link;spotify:track:3GhsBdS9ulPK3KCdwHRPhG
21/7/24;poema;"""Nos dias difíceis, memorize o que Deus já fez por você. Relembre o que pode lhe dar esperança."" — Autor desconhecido"
21/7/24;link;spotify:track:2LBqCSwhJGcFQeTHMVGwy3
22/7/24;poema;"""Se eu tivesse uma flor para cada vez que eu pensasse em você… eu poderia andar pelo meu jardim para sempre."" — Alfred Tennyson"
22/7/24;link;https://drive.google.com/file/d/1vhvbduTSfuZtGE5azhrDjSr-Jph4alKu/view?usp=drive_link
23/7/24;poema;"""Amor é só uma palavra até que alguém venha e lhe dê sentido."" — Paulo Coelho"
23/7/24;link;spotify:track:1TgCchWmdmmhGrtsa8NHwY
24/7/24;poema;"""Para nós dois, 'casa' não é um lugar. É uma pessoa."" — Stephanie Perkins"
24/7/24;link;spotify:track:4n8jPTf8wgI99ryFmbnDPc
25/7/24;poema;"""Uma palavra nos livra de todo o peso e dor da vida: essa palavra é amor."" — Sófocles"
25/7/24;link;spotify:track:07MDkzWARZaLEdKxo6yArG
26/7/24;poema;"""Estamos dormindo até nos apaixonarmos!"" — Leon Tolstói"
26/7/24;link;spotify:track:7DfFc7a6Rwfi3YQMRbDMau
27/7/24;poema;"""Quem, sendo amado, é pobre?"" — Oscar Wilde"
27/7/24;link;https://drive.google.com/file/d/1Q8o3PbGwl3UMn3hytzQgEmKdIDiRVC05/view?usp=drive_link
28/7/24;poema;"""Eu a amei contra a razão, contra a promessa, contra a paz, contra a esperança, contra a felicidade, contra todo o desencorajamento que existe."" — Charles Dickens"
28/7/24;link;spotify:track:2EUySk7Gn2No48kuaZUSli
29/7/24;poema;"""Não conheço nenhuma outra razão para amar senão amar."" — Fernando Pessoa"
29/7/24;link;spotify:track:5URfZHMlUWTWxPvvSBWcPk
30/7/24;poema;"""O amor é querer estar preso por vontade; é servir a quem vence, o vencedor."" — William Shakespeare"
30/7/24;link;spotify:track:44MHQm2WIvsAXg14WKpCQp
31/7/24;poema;"""O verdadeiro amor é aquele que suporta a ausência e sobrevive na saudade."" — Autor desconhecido"
31/7/24;link;https://drive.google.com/file/d/1hpzhv-eZ88Qzz1t02yQ9uSBsmhSnwcxs/view?usp=drive_link
1/8/24;poema;"""O amor é a única flor que desabrocha sem a ajuda das estações."" — Khalil Gibran"
1/8/24;link;spotify:track:4osgfFTICMkcGbbigdsa53
2/8/24;poema;"""Amar é encontrar na felicidade de outrem a própria felicidade."" — Gottfried Wilhelm Leibniz"
2/8/24;link;spotify:track:1boXOL0ua7N2iCOUVI1p9F
3/8/24;poema;"""O amor é a asa veloz que Deus deu à alma para que ela voe até o céu."" — Michelangelo"
3/8/24;link;spotify:track:1oTo3ijRbaDAtrjJrGAPSw
4/8/24;poema;"""O amor é a poesia dos sentidos."" — Honoré de Balzac"
4/8/24;link;spotify:track:5oO3drDxtziYU2H1X23ZIp
5/8/24;poema;"""O amor é a beleza da alma."" — Santo Agostinho"
5/8/24;link;https://drive.google.com/file/d/1oDfBOMI0L_uZ6tt-iwiXr4phmOg6kzsX/view?usp=drive_link
6/8/24;poema;"""O amor é o triunfo da imaginação sobre a inteligência."" — H. L. Mencken"
6/8/24;link;spotify:track:2OFrAsP5Vrcb0DtsPNsm54
7/8/24;poema;"""O amor é uma flor delicada, mas é preciso ter coragem de ir colhê-la à beira de um precipício."" — Stendhal"
7/8/24;link;spotify:track:7hxZF4jETnE5Q75rKQnMjE
8/8/24;poema;"""O amor é uma amizade com momentos eróticos."" — Antonio Gala"
8/8/24;link;spotify:track:5hK2Ks25jW6aMmUAHpAN3F
9/8/24;poema;"""O amor é como Dom Quixote: quando recobra a razão, é para morrer."" — Jacinto Benavente"
9/8/24;link;https://drive.google.com/file/d/1zuidat-B4O_EqkdBQJVe5A2wykXvr_zz/view?usp=drive_link
10/8/24;poema;"""O amor é como o vento, não podemos vê-lo, mas podemos senti-lo."" — Nicholas Sparks"
10/8/24;link;spotify:track:34xTFwjPQ1dC6uJmleno7x
11/8/24;poema;"""O amor não consiste em olhar um para o outro, mas sim em olhar juntos na mesma direção."" — Antoine de Saint-Exupéry"
11/8/24;link;spotify:track:2ZWlPOoWh0626oTaHrnl2a
12/8/24;poema;"""O amor é a força mais poderosa para superar qualquer dificuldade."" — Autor desconhecido"
12/8/24;link;spotify:track:0SsYlkXxZ5vkWOTsKxMfMz
13/8/24;poema;"""O amor é a única paixão que se paga com uma moeda que ela mesma fabrica."" — Stendhal"
13/8/24;link;spotify:track:57V4uc2b2diZ4RPHXWecb9
14/8/24;poema;"""O amor é a resposta, mas enquanto você espera pela resposta, o sexo levanta algumas questões bem interessantes."" — Woody Allen"
14/8/24;link;https://drive.google.com/file/d/1TXwJFbI5YPPOG0TNViRMjWG8BsCDbd0y/view?usp=drive_link
15/8/24;poema;"""O amor é a força mais sutil do mundo."" — Mahatma Gandhi"
15/8/24;link;spotify:track:74wySERHHxB8Ul9A0CNBla
16/8/24;poema;"""O amor é a única flor que desabrocha sem a ajuda das estações."" — Khalil Gibran"
16/8/24;link;spotify:track:1eT2CjXwFXNx6oY5ydvzKU
17/8/24;poema;"""O amor é a poesia dos sentidos."" — Honoré de Balzac"
17/8/24;link;spotify:track:5sIBOrRLBI6ypREdEPj2wQ
18/8/24;poema;"""O amor é a beleza da alma."" — Santo Agostinho"
18/8/24;link;https://drive.google.com/file/d/1c2uBO6uiUbBeaP1rbuI-nkVGnnB29X3-/view?usp=drive_link
19/8/24;poema;"""O amor é o triunfo da imaginação sobre a inteligência."" — H. L. Mencken"
19/8/24;link;spotify:track:6kopmMZiyLmw7h66uXcXR7
20/8/24;poema;"""O amor é uma flor delicada, mas é preciso ter coragem de ir colhê-la à beira de um precipício."" — Stendhal"
20/8/24;link;spotify:track:7BqBn9nzAq8spo5e7cZ0dJ
21/8/24;poema;"""O amor é uma amizade com momentos eróticos."" — Antonio Gala"
21/8/24;link;spotify:track:1yjY7rpaAQvKwpdUliHx0d
22/8/24;poema;"""O amor é como Dom Quixote: quando recobra a razão, é para morrer."" — Jacinto Benavente"
22/8/24;link;spotify:track:2iUmqdfGZcHIhS3b9E9EWq
23/8/24;poema;"""O amor é como o vento, não podemos vê-lo, mas podemos senti-lo."" — Nicholas Sparks"
23/8/24;link;https://drive.google.com/file/d/12ULPCPpGN8NLuHCEYLXkObYmOqgTwikq/view?usp=drive_link
24/8/24;poema;"""O amor não consiste em olhar um para o outro, mas sim em olhar juntos na mesma direção."" — Antoine de Saint-Exupéry"
24/8/24;link;spotify:track:0GO8y8jQk1PkHzS31d699N
25/8/24;poema;"""O amor é a força mais poderosa para superar qualquer dificuldade."" — Autor desconhecido"
25/8/24;link;spotify:track:2GiJYvgVaD2HtM8GqD9EgQ
26/8/24;poema;"""O amor é a única paixão que se paga com uma moeda que ela mesma fabrica."" — Stendhal"
26/8/24;link;spotify:track:263aNAQCeFSWipk896byo6
27/8/24;poema;"""O amor é a resposta, mas enquanto você espera pela resposta, o sexo levanta algumas questões bem interessantes."" — Woody Allen"
27/8/24;link;https://drive.google.com/file/d/1frPSPk_tzp3CgMIXyWkl-OfjFbraxcRt/view?usp=drive_link
28/8/24;poema;"""O amor é a força mais sutil do mundo."" — Mahatma Gandhi"
28/8/24;link;spotify:track:5RsUlxLto4NZbhJpqJbHfN
29/8/24;poema;"""O amor é a única flor que desabrocha sem a ajuda das estações."" — Khalil Gibran"
29/8/24;link;spotify:track:3MrWxJaD2AT0W9DjWF64Vm
30/8/24;poema;"""O amor é a poesia dos sentidos."" — Honoré de Balzac"
30/8/24;link;spotify:track:6P4XyViJkq9QGEHtzfMIrH
31/8/24;poema;"""O amor é a beleza da alma."" — Santo Agostinho"
31/8/24;link;spotify:track:7bFmXanwZQm6BMV9Nka6Hk
1/9/24;poema;"""O amor é o triunfo da imaginação sobre a inteligência."" — H. L. Mencken"
1/9/24;link;https://drive.google.com/file/d/1sTiYhvYLqY8aNzFAKm98oIqJ_H5vbewF/view?usp=drive_link
2/9/24;poema;"""O amor é uma flor delicada, mas é preciso ter coragem de ir colhê-la à beira de um precipício."" — Stendhal"
2/9/24;link;spotify:track:68vgtRHr7iZHpzGpon6Jlo
3/9/24;poema;"""O amor é uma amizade com momentos eróticos."" — Antonio Gala"
3/9/24;link;spotify:track:6qBFSepqLCuh5tehehc1bd
4/9/24;poema;"""O amor é como Dom Quixote: quando recobra a razão, é para morrer."" — Jacinto Benavente"
4/9/24;link;spotify:track:7zFXmv6vqI4qOt4yGf3jYZ
5/9/24;poema;"""O amor é como o vento, não podemos vê-lo, mas podemos senti-lo."" — Nicholas Sparks"
5/9/24;link;https://drive.google.com/file/d/1zXleqyi6di_aiT4QlYjmRnOywHkhDwN5/view?usp=drive_link
6/9/24;poema;"""O amor não consiste em olhar um para o outro, mas sim em olhar juntos na mesma direção."" — Antoine de Saint-Exupéry"
6/9/24;link;spotify:track:2k9N4caeCIJLOWwWwssrEM
7/9/24;poema;"""O amor é a força mais poderosa para superar qualquer dificuldade."" — Autor desconhecido"
7/9/24;link;spotify:track:3DZQ6mzUkAdHqZWzqxBKIK
8/9/24;poema;"""O amor é a única paixão que se paga com uma moeda que ela mesma fabrica."" — Stendhal"
8/9/24;link;spotify:track:1RMJOxR6GRPsBHL8qeC2ux
9/9/24;poema;"""O amor é a resposta, mas enquanto você espera pela resposta, o sexo levanta algumas questões bem interessantes."" — Woody Allen"
9/9/24;link;spotify:track:4EWBhKf1fOFnyMtUzACXEc
10/9/24;poema;"""O amor é a força mais sutil do mundo."" — Mahatma Gandhi"
10/9/24;link;https://drive.google.com/file/d/18gNNbCiM1yKhbxsIxY7p9nYyRiEtSTC3/view?usp=drive_link
11/9/24;poema;"""O amor é a única flor que desabrocha sem a ajuda das estações."" — Khalil Gibran"
11/9/24;link;spotify:track:7zwn1eykZtZ5LODrf7c0tS
12/9/24;poema;"""O amor é a poesia dos sentidos."" — Honoré de Balzac"
12/9/24;link;spotify:track:40gvh6jP5qxMJuMmF9lG9A
13/9/24;poema;"""O amor é a beleza da alma."" — Santo Agostinho"
13/9/24;link;spotify:track:2Lhdl74nwwVGOE2Gv35QuK
14/9/24;poema;"""O amor é o triunfo da imaginação sobre a inteligência."" — H. L. Mencken"
14/9/24;link;https://drive.google.com/file/d/1G887udqwQhPlPSuVH9wFr51tQv6GjCEt/view?usp=drive_link
15/9/24;poema;"""O amor é uma flor delicada, mas é preciso ter coragem de ir colhê-la à beira de um precipício."" — Stendhal"
15/9/24;link;spotify:track:4YutJsNwBBInE8vemufpQ8
16/9/24;poema;"""O amor é uma amizade com momentos eróticos."" — Antonio Gala"
16/9/24;link;spotify:track:5kRPPEWFJIMox5qIkQkiz5
17/9/24;poema;"""O amor é como Dom Quixote: quando recobra a razão, é para morrer."" — Jacinto Benavente"
17/9/24;link;spotify:track:0yK8sWD6cfrc7pGfaPIcZH
18/9/24;poema;"""O amor é como o vento, não podemos vê-lo, mas podemos senti-lo."" — Nicholas Sparks"
18/9/24;link;spotify:track:5ruzrDWcT0vuJIOMW7gMnW
19/9/24;poema;"""O amor não consiste em olhar um para o outro, mas sim em olhar juntos na mesma direção."" — Antoine de Saint-Exupéry"
19/9/24;link;https://drive.google.com/file/d/1UUDvMdJzdsYzO0X1s6sp82efBLy9UocN/view?usp=drive_link
20/9/24;poema;Nosso amor sobreviveu a dias ruins, por isso confio no amanhã.
20/9/24;link;spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz
21/9/24;poema;Se tudo der errado, ainda terei você — e isso é tudo.
21/9/24;link;spotify:track:3QjI2bkcaQalyd1k0qvmYj
22/9/24;poema;Às vezes o amor é silêncio, outras, resistência.
22/9/24;link;spotify:track:4LB5cNN7f18wIJA2RU4iIO
23/9/24;poema;Já passamos por tanto, por que não passar por mais um pouco?
23/9/24;link;https://drive.google.com/file/d/1bhfaYxjUgdPHOINel5Qar5r56vm5xxUC/view?usp=drive_link
24/9/24;poema;Que venham as dificuldades — temos um ao outro.
24/9/24;link;spotify:track:0q75NwOoFiARAVp4EXU4Bs
25/9/24;poema;"O amor verdadeiro não teme crises; ele aprende com elas."
25/9/24;link;spotify:track:3d8y0t70g7hw2FOWl9Z4Fm
26/9/24;poema;Te amar é também permanecer nos dias difíceis.
26/9/24;link;spotify:track:4RCWB3V8V0dignt99LZ8vH
27/9/24;poema;Mesmo nos desencontros, encontro você.
27/9/24;link;spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA
28/9/24;poema;Que saibamos nos encontrar mesmo quando tudo parecer bagunçado.
28/9/24;link;https://drive.google.com/file/d/1w13i43D5wAGzpTzoSAb_7dNF6642qp5X/view?usp=drive_link
29/9/24;poema;“Amar é permanecer, mesmo quando o outro é tempestade.” — Desconhecido
29/9/24;link;spotify:track:3EG9FJ0ToLfgnc1IG2Z1wz
30/9/24;poema;O amor mora onde a paciência se deita e o cuidado acorda.
30/9/24;link;spotify:track:2Xb6wJYGi0QXwURw5WWvI5
1/10/24;poema;Você é meu poema diário.
1/10/24;link;spotify:track:65krtHkaYLPr0mEbjL61UP
2/10/24;poema;Seu amor me ensinou a não fugir de mim.
2/10/24;link;https://drive.google.com/file/d/1BmerQgCJwCw6A9f2hERXh6O7DAwA-4N0/view?usp=drive_link
3/10/24;poema;Te amo sem pressa, sem pausa, com entrega.
3/10/24;link;spotify:track:3XAFrOZbJYdMaHGP4qutqs
4/10/24;poema;Somos alma vestida de parceria.
4/10/24;link;spotify:track:2kSb3wYSOV996xA2NSmpck
5/10/24;poema;Quando estamos juntos, o mundo parece mais justo.
5/10/24;link;spotify:track:3UoULw70kMsiVXxW0L3A33
6/10/24;poema;Você é minha âncora e meu vento.
6/10/24;link;spotify:track:2IVsRhKrx8hlQBOWy4qebo
7/10/24;poema;Te amar é um ato de fé — e eu creio em nós.
7/10/24;link;https://drive.google.com/file/d/1F2SJN3tpf0eGru7UxqF9sSt38hiSQ_VZ/view?usp=drive_link
8/10/24;poema;Com você, até o caos parece coreografia.
8/10/24;link;spotify:track:69UqtTHfUKAJweQwEStRzC
9/10/24;poema;Em cada gesto seu, leio a promessa de um amor duradouro.
9/10/24;link;spotify:track:5BUq9bdtsm3LWw5laJeJ4R
10/10/24;poema;"""So baby tell me yes, and I will give you everything."""
10/10/24;link;spotify:track:4SGBuq37Ol4HJr7pQqFMKa
11/10/24;poema;"""Been a long time, but I'm back in town, and this time I'm not leaving without you."""
11/10/24;link;https://drive.google.com/file/d/1UzLbUFGe1YHl1yRDJMOr-SYOBgTrMa9o/view?usp=drive_link
12/10/24;poema;Você não é só meu amor, é meu time.
12/10/24;link;spotify:track:6lfxq3CG4xtTiEg7opyCyx
13/10/24;poema;Somos bons até nos dias ruins.
13/10/24;link;spotify:track:2eF8pWbiivYsYRpbntYsnc
14/10/24;poema;Somos dois corpos, mas o mesmo fôlego.
14/10/24;link;spotify:track:3SdTKo2uVsxFblQjpScoHy
15/10/24;poema;Nossa conexão é mais forte que qualquer conflito.
15/10/24;link;spotify:track:2laAFvo3q3GIcXX7Ql8OeD
16/10/24;poema;Com você, o futuro não assusta.
16/10/24;link;https://drive.google.com/file/d/1t6Sskje76taJnh9e1YvlGG-TXivG1VLB/view?usp=drive_link
17/10/24;poema;Você é meu parceiro de vida, não só de momentos bons.
17/10/24;link;spotify:track:3MhdH8PxqH1FuQp3HBptUI
18/10/24;poema;Não há vitória sem você do meu lado.
18/10/24;link;spotify:track:0MNNKSUU9OOQ8DSGWduw79
19/10/24;poema;Estamos longe de perfeitos, mas somos reais.
19/10/24;link;spotify:track:6RtPijgfPKROxEzTHNRiDp
20/10/24;poema;Você conhece minhas falhas e ainda assim me escolhe.
20/10/24;link;https://drive.google.com/file/d/17HU3ySH2DTTPpQJ_S9sEG0LQHzIs9Q0x/view?usp=drive_link
21/10/24;poema;“A parceria é o que sustenta o amor quando o romance dorme.” — Desconhecido
21/10/24;link;spotify:track:1EzrEOXmMH3G43AXT1y7pA
22/10/24;poema;A vida me presenteou com você.
22/10/24;link;spotify:track:58CUIzSxNpQUFvTCd8tntH
23/10/24;poema;Nosso amor é a oração que deu certo.
23/10/24;link;spotify:track:1G391cbiT3v3Cywg8T7DM1
24/10/24;poema;Às vezes penso: como era a vida antes de você?
24/10/24;link;spotify:track:748yv6bb3l3CcKS45a6SZ8
25/10/24;poema;Você é meu hoje, meu ontem e meu amanhã.
25/10/24;link;https://drive.google.com/file/d/1Rn4ylSuUCMd5htEpm03S39J3TM21aoxz/view?usp=drive_link
26/10/24;poema;Te amo até nas entrelinhas.
26/10/24;link;spotify:track:76GlO5H5RT6g7y0gev86Nk
27/10/24;poema;Você é meu capítulo favorito.
27/10/24;link;spotify:track:3cxZT78mZDyLsLPJKcTu3U
28/10/24;poema;No teu olhar, encontro meu descanso.
28/10/24;link;spotify:track:2pKi1lRvXNASy7ybeQIDTy
29/10/24;poema;Que nosso amor continue sendo lar, não prisão.
29/10/24;link;https://drive.google.com/file/d/1b0ceQuVG1Pq2WJw1J7PU57hYtadqPSLk/view?usp=drive_link
30/10/24;poema;Você não me completa — me transborda.
30/10/24;link;spotify:track:0sDeU2murnLh4yVHQ5IV70
31/10/24;poema;“Amor bom é aquele que soma e nunca sufoca.” — Desconhecido
31/10/24;link;spotify:track:0sKlV58cODrjxGFOyf9IXY
1/11/24;poema;Amar você é a forma mais bonita que encontrei de me lembrar que o mundo ainda vale a pena.
1/11/24;link;spotify:track:5WbfFTuIldjL9x7W6y5l7R
2/11/24;poema;Seu sorriso é meu lugar favorito.
2/11/24;link;spotify:track:6dBUzqjtbnIa1TwYbyw5CM
3/11/24;poema;Quando penso em amor, penso em você.
3/11/24;link;https://drive.google.com/file/d/1hPrjGUEa3XnF__fLSQZ5SvCOxQx39_MU/view?usp=drive_link
4/11/24;poema;Meu coração tem seu nome gravado em silêncio.
4/11/24;link;spotify:track:1Ist6PR2BZR3n2z2Y5R6S1
5/11/24;poema;Eu te escolheria em todas as vidas, de novo e de novo.
5/11/24;link;spotify:track:3XgGQ1wjo5khvq2UImjyNF
6/11/24;poema;Seu abraço é meu refúgio.
6/11/24;link;spotify:track:6mOdbqSh2fLyfVMudAqH3J
7/11/24;poema;Entre tantos mundos possíveis, o meu é você.
7/11/24;link;spotify:track:2DQ5r0crvortwaNRYcninK
8/11/24;poema;Você é poesia em dias comuns.
8/11/24;link;https://drive.google.com/file/d/1Xfvaf8aEBkxvQeME1pycH3DmIVXsTFjU/view?usp=drive_link
9/11/24;poema;O que sentimos é imenso demais para caber em palavras.
9/11/24;link;spotify:track:1fDFHXcykq4iw8Gg7s5hG9
10/11/24;poema;“Amar não é olhar um para o outro, é olhar juntos na mesma direção.” — Antoine de Saint-Exupéry
10/11/24;link;spotify:track:7EAMXbLcL0qXmciM5SwMh2
11/11/24;poema;"""O amor é a única flor que desabrocha sem a ajuda das estações."" — Khalil Gibran"
11/11/24;link;spotify:track:0J119Oas2ox6JTTHUGZxHN
12/11/24;poema;"""Amar é encontrar na felicidade de outrem a própria felicidade."" — Gottfried Wilhelm Leibniz"
12/11/24;link;spotify:track:2VYnlKxB8jpbCeLUjQsebc
13/11/24;poema;"""O amor é a asa veloz que Deus deu à alma para que ela voe até o céu."" — Michelangelo"
13/11/24;link;spotify:track:5tuBenbZ1Or9xENTyOKoGC
14/11/24;poema;"""O amor é a poesia dos sentidos."" — Honoré de Balzac"
14/11/24;link;spotify:track:2KvbRojbZGMsWr1Nuj5n2f
15/11/24;poema;"""O amor é a beleza da alma."" — Santo Agostinho"
15/11/24;link;spotify:track:12ILYlOEfWL8ei0BEgFJn0
16/11/24;poema;"""O amor é o triunfo da imaginação sobre a inteligência."" — H. L. Mencken"
16/11/24;link;spotify:track:51UtgWS4z1eMPuLQOzPtNH
17/11/24;poema;"""O amor é uma flor delicada, mas é preciso ter coragem de ir colhê-la à beira de um precipício."" — Stendhal"
17/11/24;link;https://drive.google.com/file/d/1m5F1BzQYw1f5di_mOyJ2WQxoJJmuKGU3/view?usp=drive_link
18/11/24;poema;"""O amor é uma amizade com momentos eróticos."" — Antonio Gala"
18/11/24;link;spotify:track:5TpPSTItCwtZ8Sltr3vdzm
19/11/24;poema;"""O amor é como Dom Quixote: quando recobra a razão, é para morrer."" — Jacinto Benavente"
19/11/24;link;spotify:track:1NjzNt18LlNTuJYErYGvbQ
20/11/24;poema;"""O amor é como o vento, não podemos vê-lo, mas podemos senti-lo."" — Nicholas Sparks"
20/11/24;link;spotify:track:1XrSjpNe49IiygZfzb74pk
21/11/24;poema;"""O amor não consiste em olhar um para o outro, mas sim em olhar juntos na mesma direção."" — Antoine de Saint-Exupéry"
21/11/24;link;https://drive.google.com/file/d/11_Eiex6Ql72ByQrTx3EfBoXvMe8T3MxQ/view?usp=drive_link
22/11/24;poema;"""O amor é a força mais poderosa para superar qualquer dificuldade."" — Autor desconhecido"
22/11/24;link;spotify:track:0QGwOFQChzflLAmPq5NwKo
23/11/24;poema;"""O amor é a única paixão que se paga com uma moeda que ela mesma fabrica."" — Stendhal"
23/11/24;link;spotify:track:1eUGmzzvahJjOSWgDHuRlv
24/11/24;poema;"""O amor é a resposta, mas enquanto você espera pela resposta, o sexo levanta algumas questões bem interessantes."" — Woody Allen"
24/11/24;link;spotify:track:5u9cuDcYdOpSRB7fAYXXdp
25/11/24;poema;"""O amor é a força mais sutil do mundo."" — Mahatma Gandhi"
25/11/24;link;spotify:track:27hhIs2fp6w06N5zx4Eaa5
26/11/24;poema;"""O amor é a única flor que desabrocha sem a ajuda das estações."" — Khalil Gibran"
26/11/24;link;https://drive.google.com/file/d/19dx-78Lq-RN5zO_R2n3UQJo4O9bV1xRq/view?usp=drive_link
27/11/24;poema;"""O amor é a poesia dos sentidos."" — Honoré de Balzac"
27/11/24;link;spotify:track:6Jv7kjGkhY2fT4yuBF3aTz
28/11/24;poema;"""O amor é a beleza da alma."" — Santo Agostinho"
28/11/24;link;spotify:track:7caj6X6NMX3tlhWnu1du6V
29/11/24;poema;"""O amor é o triunfo da imaginação sobre a inteligência."" — H. L. Mencken"
29/11/24;link;spotify:track:5EJA7Rwkeuvm98CZg0XXNO
